"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"651562660199288832","","","2015-10-07 01:00:18 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Fresh breezes and fine Clear weather.","","","",""
"651472063014797313","","","2015-10-06 19:00:18 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","The liars that these traders are!
#6WordStory","","","",""
"651381458364448768","","","2015-10-06 13:00:16 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","there was no mistake about it.
#sixwordstories","","","",""
"651290878967980032","","","2015-10-06 07:00:20 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6wordstories What line shall you take, then?","","","",""
"651200290863996928","","","2015-10-06 01:00:22 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6WordStory Already the response has been remarkable.","","","",""
"651109687836938240","","","2015-10-05 19:00:21 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#sixwordstory
She would have prevented the reading.","","","",""
"651019093051600896","","","2015-10-05 13:00:21 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","And we will come: march away.
#6WordStory","","","",""
"650928489554669568","","","2015-10-05 07:00:20 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","He suits me, she liking him.","","","",""
"650837906949599232","","","2015-10-05 01:00:23 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Did the dead woman hear them?","","","",""
"650747258275790848","","","2015-10-04 19:00:11 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6wordstory But now what will he think?","","","",""
"650656657647779840","","","2015-10-04 13:00:10 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Tis so; they are a-foot.
#6wordstory","","","",""
"650566069124526080","","","2015-10-04 07:00:12 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","`I guess what brings you here.","","","",""
"650475473349279744","","","2015-10-04 01:00:12 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","I was just a mite hasty. #6wordstory","","","",""
"650384877787987968","","","2015-10-03 19:00:13 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#SixWordStories I only said I was disappointed.","","","",""
"650294278967705600","","","2015-10-03 13:00:12 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6wordstories Hell seemed emptied of its fiends.","","","",""
"650203689039339520","","","2015-10-03 07:00:14 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Where did I put the letter?","","","",""
"650113091041120256","","","2015-10-03 01:00:14 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Give it up for four years. #6wordstory","","","",""
"650022489423249408","","","2015-10-02 19:00:12 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","I am heartily bounders to you.","","","",""
"649931910949523456","","","2015-10-02 13:00:17 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","See us looking, now, at you? #sixwordstories","","","",""
"649841303199580160","","","2015-10-02 07:00:14 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","FIRST CONFLICT OF THE TRANSCENDENTAL IDEAS. #sixwordstory","","","",""
"649750709429227520","","","2015-10-02 01:00:15 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","""If he can pay her debts.""

#6WordStories","","","",""
"649660111544258560","","","2015-10-01 19:00:15 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#sixwordstory
it fits not with this hour.","","","",""
"649569526909128704","","","2015-10-01 13:00:18 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6WordStories Why hast thou murdered my Balthazar?","","","",""
"649478918882377728","","","2015-10-01 07:00:15 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","My confidence in you is unbounded.","","","",""
"649388339662061568","","","2015-10-01 01:00:19 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6wordstory
'Of course I cannot prevent it.","","","",""
"649297734252560384","","","2015-09-30 19:00:17 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","""What do you call righting yourself?""

#6WordStories","","","",""
"649207140792561664","","","2015-09-30 13:00:18 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#sixwordstory All my cartridges had been taken.","","","",""
"649116547672354816","","","2015-09-30 07:00:19 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#sixwordstories
asked the doctor in a whisper.","","","",""
"649025958352171008","","","2015-09-30 01:00:21 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","""What was all the trouble about?""
#6wordstory","","","",""
"648935356189044736","","","2015-09-29 19:00:20 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6WordStory They eat his sort of swank.","","","",""
"648844795616600065","","","2015-09-29 13:00:28 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#sixwordstory
Can I wipe my face now?","","","",""
"648754163640336384","","","2015-09-29 07:00:20 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Then I had to tell him.
#6wordstories","","","",""
"648663569568014336","","","2015-09-29 01:00:21 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","#6WordStories

It was a strong, clean vision.","","","",""
"648572972597420032","","","2015-09-28 19:00:21 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Blessed be His Majesty for ever!","","","",""
"648482380848754688","","","2015-09-28 13:00:22 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","I do NOT love this gentleman.

#sixwordstories","","","",""
"648391782011662337","","","2015-09-28 07:00:22 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Can these vessels belong to Spain? #6WordStories","","","",""
"648301192800546816","","","2015-09-28 01:00:23 +0000","<a href=""https://github.com/hugovk/randomsentencebot"" rel=""nofollow"">Six Worder Bot</a>","Colia did not understand the position.

#sixwordstories","","","",""
